dj, 1000, -3142.025398
qcom, 1000, -2.294031
rut, 1000, 175.319819
wmt, 1000, 6.543468
hd, 1000, -34.989138
low, 1000, 4.868706
tgt, 1000, 32.069718
cost, 1000, -136.906683
nke, 1000, -16.314990
ko, 1000, -8.505580
xom, 1000, -10.201334
cvx, 1000, 73.527759
cop, 1000, 61.345840
bp, 1000, -2.433479
ibm, 1000, 37.154948
aapl, 1000, 43.061308
